asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV00922	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	clavatophorus
ASV00928	Fungi	Glomeromycota	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	
ASV00929	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	chlamydospora
ASV00932	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV00933	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	
ASV00934	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV00939	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Schroeteria	bornmuelleri
ASV00942	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00949	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV00950	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV00951	Fungi						
ASV00952	Fungi						
ASV00953	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV00954	Fungi	Ascomycota				Triscelophorus	
ASV00956	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Trichobolus	
ASV00958	Fungi						
ASV00960	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	buxi
ASV00961	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00962	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00963	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV00964	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV00967	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00968	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00970	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Bulbithecium	truncatum
ASV00973	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	
ASV00975	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV00976	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	podzolica
ASV00977	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV00979	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	irregularis
ASV00981	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	globosa
ASV00984	Fungi	Ascomycota					
ASV00985	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	tigrinus
ASV00988	Fungi						
ASV00989	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	podzolica
ASV00990	Fungi	Ascomycota					
ASV00992	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	chevalieri
ASV00995	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV00996	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV00997	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	tephrensis
ASV00998	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV01001	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
ASV01002	Fungi	Chytridiomycota	Chytridiomycetes			Olpidiaster	brassicae
ASV01004	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV01005	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	
ASV01009	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	selini
ASV01010	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01015	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	radiciphila
ASV01016	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV01021	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	aurea
ASV01022	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV01024	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV01025	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	ornata
ASV01027	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	
ASV01028	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV01029	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces	
ASV01030	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	salina
ASV01032	Fungi	Ascomycota	Leotiomycetes	Helotiales		Tetracladium	
ASV01033	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	leptosphaerulinoides
ASV01034	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	
ASV01035	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV01036	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	
ASV01037	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV01038	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV01043	Fungi	Blastocladiomycota					
ASV01044	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	ornata
ASV01046	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Halobyssothecium	
ASV01047	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV01048	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
ASV01049	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	barkeri
ASV01050	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	caudatum
ASV01051	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV01052	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV01054	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales			
ASV01055	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	vexans
ASV01056	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Lasiobolidium	spirale
ASV01058	Fungi	Ascomycota					
ASV01062	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV01065	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV01066	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV01075	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV01077	Fungi	Ascomycota				Triscelophorus	
ASV01078	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	
ASV01079	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV01080	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	chlamydocopiosa
ASV01081	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV01083	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01084	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	tetrastratosum
ASV01087	Fungi	Ascomycota					
ASV01088	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	
ASV01090	Fungi	Ascomycota					
ASV01091	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV01092	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV01094	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	aurea
ASV01096	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Oedocephalum	
ASV01099	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	rosae
ASV01100	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	pulchella
ASV01104	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV01106	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	
ASV01108	Fungi	Ascomycota	Eurotiomycetes				
ASV01111	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV01113	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	rosae-hissaricae
ASV01114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV01115	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV01116	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV01117	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	silesianum
ASV01118	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV01120	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	coronata
ASV01124	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	rosacearum
ASV01125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV01127	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	
ASV01131	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV01133	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV01134	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV01135	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae		
ASV01140	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
ASV01142	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Trichobolus	
ASV01144	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV01147	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV01150	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV01151	Fungi	Chytridiomycota					
ASV01153	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Daleomyces	
ASV01155	Fungi						
ASV01161	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
ASV01165	Fungi	Ascomycota	Dothideomycetes	Dothideales		Pringsheimia	
ASV01166	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	
ASV01167	Fungi						
ASV01168	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	
ASV01169	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	parvispora
ASV01173	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	atrogriseum
ASV01176	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	rosae
ASV01179	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Oliveoniaceae	Oliveonia	
ASV01181	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	
ASV01182	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	
ASV01185	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV01188	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	crassa
ASV01189	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	vesiculiferum
ASV01190	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV01193	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	fuscocinerea
ASV01194	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV01200	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	reniformis
ASV01202	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	tropicum
ASV01205	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	dimennae
ASV01209	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV01210	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae		
ASV01211	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	calciphila
ASV01212	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	
ASV01215	Fungi	Chytridiomycota					
ASV01216	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
ASV01219	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV01220	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	clavispora
ASV01225	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	kudriavzevii
ASV01228	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	
ASV01229	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV01230	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	irregularis
ASV01232	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	
ASV01236	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01237	Fungi	Blastocladiomycota					
ASV01240	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01241	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV01242	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	echinulata
ASV01243	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV01244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV01246	Fungi	Chytridiomycota					
ASV01247	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	lamiacearum
ASV01251	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV01252	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	tealii
ASV01255	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	digitatum
ASV01256	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	reticulatus
ASV01258	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Cercospora	
ASV01259	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
ASV01260	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV01261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV01263	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	
ASV01264	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	penicillioides
ASV01266	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	ledniceana
ASV01267	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	vexans
ASV01268	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV01269	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	granulosus
ASV01271	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Gymnostellatospora	
ASV01275	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV01277	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV01280	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	kanei
ASV01281	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV01282	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV01284	Fungi	Ascomycota	Dothideomycetes	Dothideales			
ASV01285	Fungi						
ASV01293	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizoglomus	silesianum
ASV01297	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	
ASV01299	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Monascus	purpureus
ASV01302	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV01303	Fungi	Ascomycota	Leotiomycetes	Helotiales		Tetracladium	
ASV01306	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV01307	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	aurea
ASV01308	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	
ASV01309	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	restrictum
ASV01311	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae		
ASV01312	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	ornata
ASV01313	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	giovanellae
ASV01314	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Trichobolus	
ASV01315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV01316	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales			
ASV01319	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Yunnanomyces	
ASV01323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV01324	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Camarosporidiellaceae	Camarosporidiella	
ASV01325	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	italica
ASV01332	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae		
ASV01333	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV01334	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV01335	Fungi	Chytridiomycota	GS13				
ASV01338	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	
ASV01340	Fungi						
ASV01342	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	irregularis
ASV01343	Fungi	Chytridiomycota	Chytridiomycetes			Olpidiaster	brassicae
ASV01345	Fungi	Ascomycota					
ASV01346	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	italica
ASV01348	Fungi	Chytridiomycota					
ASV01349	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	stirlingiae
ASV01350	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Resinicium	friabile
ASV01351	Fungi	Ascomycota					
ASV01352	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flavipes
ASV01354	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01362	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV01363	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	
ASV01365	Fungi	Basidiomycota	Tritirachiomycetes	Tritirachiales	Tritirachiaceae	Tritirachium	oryzae
ASV01366	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	
ASV01367	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	hostae
ASV01368	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	
ASV01370	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	floriforme
ASV01372	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV01377	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV01378	Fungi						
ASV01379	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	piceae
ASV01380	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV01384	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV01386	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	pseudogracilis
ASV01388	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV01389	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV01390	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	kinklidomatophilus
ASV01391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV01393	Fungi	Ascomycota					
ASV01394	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	
ASV01395	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV01396	Fungi	Ascomycota	Dothideomycetes	Dothideales		Pringsheimia	
ASV01401	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Coremiopassalora	leptophlebae
ASV01404	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	tetrastratosum
ASV01408	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae		
ASV01413	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	separata
ASV01414	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	glaucoroseum
ASV01415	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	clematidis
ASV01420	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV01423	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV01424	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae		
ASV01425	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV01426	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	
ASV01427	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Verruciconidia	persicina
ASV01428	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	tetrastratosum
ASV01430	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV01432	Fungi						
ASV01433	Fungi						
ASV01434	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	prolificans
ASV01437	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV01439	Fungi	Ascomycota	Leotiomycetes	Helotiales	Ploettnerulaceae	Cadophora	
ASV01440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV01441	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	
ASV01442	Fungi	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae		
ASV01443	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	vexans
ASV01445	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV01446	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flavus
ASV01448	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV01450	Fungi	Glomeromycota	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	
